# object_id           type   color   comment  
  42032418269446372   99     0       none     
  42032418269448066   99     0       none     
  42032418269448619   99     0       none     
  42032684557428451   99     0       none     
  42032684557429650   99     0       none     
  42032688852393570   99     0       none     
  42032688852396437   99     0       none     
  42032693147353171   99     0       none     
  42032701737293540   99     0       none     
  42032714622190427   99     0       none     
  42032817701412473   99     0       none     
  42032830586309876   99     0       none     
  42032843471209140   99     0       none     
  42032843471215897   99     0       none     
  42032852061146680   99     0       none     
  42032959435325511   99     0       none     
  42032959435329312   99     0       none     
  42032972320236633   99     0       none     
  42032980910162584   99     0       none     
  42032980910164971   99     0       none     
  42032985205129632   99     0       none     
  42032985205131611   99     0       none     
  42033105464220891   99     0       none     
  42033118349115549   99     0       none     
  42033230018273250   99     0       none     
  42033230018274471   99     0       none     
  42033234313236791   99     0       none     
  42033238608202569   99     0       none     
  42036550027987091   99     0       none     
  42036550027991066   99     0       none     
  42036678877008109   99     0       none     
  42036696056883333   99     0       none     
  42036812020989650   99     0       none     
  42036833495835370   99     0       none     
  42036945164983621   99     0       none     
  42036953754912240   99     0       none     
  42037095488835143   99     0       none     
  42037108373740546   99     0       none     
  42037228632823592   99     0       none     
  42037237222755464   99     0       none     
  42037237222755883   99     0       none     
  42037357481845667   99     0       none     
  42037366071778375   99     0       none     
  42037383251641992   99     0       none     
  42037512100668205   99     0       none     
  42037516395629578   99     0       none     
  42037516395633618   99     0       none     
  42037520690595788   99     0       none     
  42037520690602984   99     0       none     
  42037520690603209   99     0       none     
  42037653834589028   99     0       none     
  42041076923518680   99     0       none     
  42041076923520849   99     0       none     
  42041094103396796   99     0       none     
  42041201477576371   99     0       none     
  42041205772541035   99     0       none     
  42041205772543962   99     0       none     
  42041214362477398   99     0       none     
  42041218657445657   99     0       none     
  42041347506466274   99     0       none     
  42041356096395987   99     0       none     
  42041360391365312   99     0       none     
  42041368981293595   99     0       none     
  42041506420252776   99     0       none     
  42041613794438407   99     0       none     
  42041622384369930   99     0       none     
  42041643859200136   99     0       none     
  42041643859202938   99     0       none     
  42041643859208702   99     0       none     
  42041781298159759   99     0       none     
  42041892967292515   99     0       none     
  42041910147173621   99     0       none     
  42041910147175368   99     0       none     
  42042043291163725   99     0       none     
  42042047586129005   99     0       none     
  42045462085134167   99     0       none     
  42045470675069068   99     0       none     
  42045492149903323   99     0       none     
  42045603819055279   99     0       none     
  42045612408981496   99     0       none     
  42045616703950275   99     0       none     
  42045616703950391   99     0       none     
  42045616703955452   99     0       none     
  42045625293885073   99     0       none     
  42045758437869717   99     0       none     
  42045874401994984   99     0       none     
  42045878696955727   99     0       none     
  42045882991928682   99     0       none     
  42045887286896267   99     0       none     
  42045891581838368   99     0       none     
  42045891581864649   99     0       none     
  42046011840949558   99     0       none     
  42046016135911085   99     0       none     
  42046157869838784   99     0       none     
  42046175049702099   99     0       none     
  42046286718852967   99     0       none     
  42046299603749156   99     0       none     
  42046299603751924   99     0       none     
  42046308193684983   99     0       none     
  42046449927610660   99     0       none     
  42049864426609122   99     0       none     
  42049885901447344   99     0       none     
  42049890196412574   99     0       none     
  42049890196420404   99     0       none     
  42049890196421401   99     0       none     
  42049997570602288   99     0       none     
  42050001865572909   99     0       none     
  42050006160533085   99     0       none     
  42050156484391968   99     0       none     
  42050285333408049   99     0       none     
  42050422772367685   99     0       none     
  42050439952227489   99     0       none     
  42050564506282434   99     0       none     
  42050577391189457   99     0       none     
  42050697650267200   99     0       none     
  42050697650270023   99     0       none     
  42050701945233724   99     0       none     
  42050710535170642   99     0       none     
  42050714830130952   99     0       none     
  42050714830138748   99     0       none     
  42050714830140839   99     0       none     
  42050847974120448   99     0       none     
  42054155098935605   99     0       none     
  42054262473117850   99     0       none     
  42054275358024610   99     0       none     
  42054283947954229   99     0       none     
  42054670495020869   99     0       none     
  42054683379920599   99     0       none     
  42054687674889564   99     0       none     
  42054691969849374   99     0       none     
  42054700559782484   99     0       none     
  42054829408803503   99     0       none     
  42054945372923328   99     0       none     
  42054953962859428   99     0       none     
  42054958257831715   99     0       none     
  42054966847759499   99     0       none     
  42054975437694896   99     0       none     
  42054979732658076   99     0       none     
  42055087106850001   99     0       none     
  42055108581684677   99     0       none     
  42055112876649707   99     0       none     
  42055224545792697   99     0       none     
  42055224545795580   99     0       none     
  42055250315598511   99     0       none     
  42058673404537851   99     0       none     
  42058677699496230   99     0       none     
  42058797958587159   99     0       none     
  42058802253549672   99     0       none     
  42058935397537381   99     0       none     
  42058961167346228   99     0       none     
  42058961167347492   99     0       none     
  42059068541524031   99     0       none     
  42059081426430032   99     0       none     
  42059210275440942   99     0       none     
  42059214570418072   99     0       none     
  42059218865376348   99     0       none     
  42059218865379742   99     0       none     
  42059489448321613   99     0       none     
  42063359213855208   99     0       none     
  42063479472933876   99     0       none     
  42063479472936063   99     0       none     
  42063612616930689   99     0       none     
  42063758645810462   99     0       none     
  42063767235743053   99     0       none     
  42063767235744168   99     0       none     
  42063775825675916   99     0       none     
  42063891789802082   99     0       none     
  42063891789803808   99     0       none     
  42063900379734344   99     0       none     
  42168487128358729   99     0       none     
  42168744826405370   99     0       none     
  42168757711298253   99     0       none     
  42168890855284598   99     0       none     
  42168890855291552   99     0       none     
  42169028294250491   99     0       none     
  42172867995009769   99     0       none     
  42172867995010330   99     0       none     
  42172876584940559   99     0       none     
  42173151462844273   99     0       none     
  42173160052777501   99     0       none     
  42173164347746711   99     0       none     
  42173280311870899   99     0       none     
  42173301786696633   99     0       none     
  42173301786701871   99     0       none     
  42173306081666790   99     0       none     
  42173306081667610   99     0       none     
  42173426340751841   99     0       none     
  42173426340756349   99     0       none     
  42173430635722890   99     0       none     
  42173434930685449   99     0       none     
  42173434930693240   99     0       none     
  42173563779717383   99     0       none     
  42173714103565630   99     0       none     
  42173838657616361   99     0       none     
  42173847247552275   99     0       none     
  42173851542511337   99     0       none     
  42177291811316923   99     0       none     
  42177291811318246   99     0       none     
  42177291811321069   99     0       none     
  42177412070400520   99     0       none     
  42177545214388691   99     0       none     
  42177553804319508   99     0       none     
  42177553804325938   99     0       none     
  42177558099291643   99     0       none     
  42177558099298180   99     0       none     
  42177682653339955   99     0       none     
  42177682653347361   99     0       none     
  42177686948310422   99     0       none     
  42177815797332238   99     0       none     
  42178112150071818   99     0       none     
  42178245294056460   99     0       none     
  42178378438040512   99     0       none     
  42178378438044775   99     0       none     
  42181668383003259   99     0       none     
  42181801526986685   99     0       none     
  42181827296786718   99     0       none     
  42181960440770596   99     0       none     
  42182076404888351   99     0       none     
  42182080699853313   99     0       none     
  42182089289794671   99     0       none     
  42182097879727465   99     0       none     
  42182102174686857   99     0       none     
  42182102174687263   99     0       none     
  42182218138806722   99     0       none     
  42182235318679471   99     0       none     
  42182235318684483   99     0       none     
  42182239613647299   99     0       none     
  42182364167696577   99     0       none     
  42182364167700723   99     0       none     
  42182368462664109   99     0       none     
  42182368462666386   99     0       none     
  42182368462666457   99     0       none     
  42182372757634137   99     0       none     
  42182372757637756   99     0       none     
  42182377052594499   99     0       none     
  42182377052600897   99     0       none     
  42182501606646696   99     0       none     
  42182505901614564   99     0       none     
  42182505901616074   99     0       none     
  42182510196589100   99     0       none     
  42182630455671895   99     0       none     
  42182630455674858   99     0       none     
  42182639045603544   99     0       none     
  42182647635538161   99     0       none     
  42182776484550121   99     0       none     
  42186753624274748   99     0       none     
  42186766509177172   99     0       none     
  42187037092115221   99     0       none     
  42187037092119153   99     0       none     
  42187045682049098   99     0       none     
  42187178826039944   99     0       none     
  43096887259064405   99     0       none     
  43097153547035197   99     0       none     
  43097286691013487   99     0       none     
  43100997542758464   99     0       none     
  43105262445282184   99     0       none     
  43105395589280298   99     0       none     
  43105395589280466   99     0       none     
  43105537323197704   99     0       none     
  43105537323197705   99     0       none     
  43105670467184749   99     0       none     
  43105679057121279   99     0       none     
  43106220222990703   99     0       none     
  43109660491798646   99     0       none     
  43109669081731966   99     0       none     
  43109793635784685   99     0       none     
  43109926779773465   99     0       none     
  43109931074733728   99     0       none     
  43110072808664943   99     0       none     
  43110205952650460   99     0       none     
  43110210247610933   99     0       none     
  43110347686567864   99     0       none     
  43110356276502307   99     0       none     
  43110485125526605   99     0       none     
  43110626859438799   99     0       none     
  43110755708456969   99     0       none     
  43110755708460664   99     0       none     
  43110755708461436   99     0       none     
  43114187387333191   99     0       none     
  43114191682302842   99     0       none     
  43114195977266040   99     0       none     
  43114200272234525   99     0       none     
  43114204567200222   99     0       none     
  43114208862164950   99     0       none     
  43114208862165107   99     0       none     
  43114213157135631   99     0       none     
  43114213157137579   99     0       none     
  43114324826287622   99     0       none     
  43114350596089514   99     0       none     
  43114470855171635   99     0       none     
  43114745733074233   99     0       none     
  43114754323013910   99     0       none     
  43114758617981807   99     0       none     
  43114758617986592   99     0       none     
  43114762912945192   99     0       none     
  43114762912946368   99     0       none     
  43114883172035196   99     0       none     
  43114887466996560   99     0       none     
  43114887467000724   99     0       none     
  43114900351902911   99     0       none     
  43114908941831183   99     0       none     
  43115016316013928   99     0       none     
  43115033495891719   99     0       none     
  43115042085818779   99     0       none     
  43115166639874624   99     0       none     
  43115170934845237   99     0       none     
  43118452289854230   99     0       none     
  43118452289855575   99     0       none     
  43118589728808495   99     0       none     
  43118594023776431   99     0       none     
  43118731462731271   99     0       none     
  43118731462731272   99     0       none     
  43118744347631814   99     0       none     
  43119139484621233   99     0       none     
  43119148074564632   99     0       none     
  43119276923579500   99     0       none     
  43119281218541631   99     0       none     
  43119281218543223   99     0       none     
  43119410067570531   99     0       none     
  43119414362535771   99     0       none     
  43119414362537385   99     0       none     
  43119414362537473   99     0       none     
  43119556096446902   99     0       none     
  43119564686384625   99     0       none     
  43122992070283404   99     0       none     
  43122996365251190   99     0       none     
  43123129509239303   99     0       none     
  43123142394136408   99     0       none     
  43123146689104926   99     0       none     
  43123146689113488   99     0       none     
  43123262653225183   99     0       none     
  43123262653231169   99     0       none     
  43123266948188636   99     0       none     
  43123412977082111   99     0       none     
  43123412977087653   99     0       none     
  43123417272044859   99     0       none     
  43123417272050741   99     0       none     
  43123425861985577   99     0       none     
  43123546121067455   99     0       none     
  43123546121069796   99     0       none     
  43123550416032250   99     0       none     
  43123808114077755   99     0       none     
  43123820998973849   99     0       none     
  43123829588915252   99     0       none     
  43123838178849377   99     0       none     
  43123954142955473   99     0       none     
  43123967027861402   99     0       none     
  43123967027862834   99     0       none     
  43127248382877004   99     0       none     
  43127252677836648   99     0       none     
  43127269857717148   99     0       none     
  43127274152680200   99     0       none     
  43127385821831080   99     0       none     
  43127390116796916   99     0       none     
  43127394411763634   99     0       none     
  43127411591636453   99     0       none     
  43127523260778421   99     0       none     
  43127527555754758   99     0       none     
  43127536145684440   99     0       none     
  43127544735616866   99     0       none     
  43127544735618857   99     0       none     
  43127549030586888   99     0       none     
  43127549030587714   99     0       none     
  43127549030594124   99     0       none     
  43127686469548339   99     0       none     
  43127686469549595   99     0       none     
  43127811023598296   99     0       none     
  43127935577640643   99     0       none     
  43127939872612404   99     0       none     
  43127948462543137   99     0       none     
  43127948462545165   99     0       none     
  43127948462545869   99     0       none     
  43127948462549601   99     0       none     
  43127952757516782   99     0       none     
  43128090196468851   99     0       none     
  43128098786410593   99     0       none     
  43128103081366042   99     0       none     
  43128103081367171   99     0       none     
  43128223340453043   99     0       none     
  43128227635422274   99     0       none     
  43128227635424635   99     0       none     
  43128356484443807   99     0       none     
  43132475358074347   99     0       none     
  43132475358074348   99     0       none     
  43132479653038792   99     0       none     
  43132745941008841   99     0       none     
  43132745941013730   99     0       none     
  44178682146742337   99     0       none     
  44182934164373262   99     0       none     
  44183058718418843   99     0       none     
  44183058718425192   99     0       none     
  44183063013386221   99     0       none     
  44183196157382111   99     0       none     
  44183221927171789   99     0       none     
  44183479625222576   99     0       none     
  44183741618219573   99     0       none     
  44183745913193172   99     0       none     
  44183754503119840   99     0       none     
  44183874762205916   99     0       none     
  44187177592060101   99     0       none     
  44187186181995448   99     0       none     
  44187456764928233   99     0       none     
  44187461059892914   99     0       none     
  44187473944799484   99     0       none     
  44187589908915782   99     0       none     
  44188002225772864   99     0       none     
  44188027995574440   99     0       none     
  44188139664736491   99     0       none     
  44188161139565884   99     0       none     
  44188285693618177   99     0       none     
  44191588523463970   99     0       none     
  44191588523464705   99     0       none     
  44191588523469125   99     0       none     
  44191588523470084   99     0       none     
  44191721667451670   99     0       none     
  44191725962420662   99     0       none     
  44191867696338146   99     0       none     
  44191871991310281   99     0       none     
  44191871991310624   99     0       none     
  44191871991313433   99     0       none     
  44191996545365458   99     0       none     
  44192133984308553   99     0       none     
  44192262833338249   99     0       none     
  44192280013200832   99     0       none     
  44192408862225394   99     0       none     
  44192421747125109   99     0       none     
  44192426042085901   99     0       none     
  44192542006209609   99     0       none     
  44192550596135860   99     0       none     
  44192683740134856   99     0       none     
  44192696625028255   99     0       none     
  44196819793635533   99     0       none     
  44196824088595501   99     0       none     
  44196948642647966   99     0       none     
  44196948642649963   99     0       none     
  44196957232583759   99     0       none     
  44197086081608449   99     0       none     
  44197086081609987   99     0       none     
  45247927139987876   99     0       none     
  45247927139992011   99     0       none     
  45248064578939990   99     0       none     
  45252050308592462   99     0       none     
  45256173477195117   99     0       none     
